year,selling_price,transmission,potencia_motor_hp,nivel_seguridad,score_calidad,eficiencia_km_l,calidad_auto_num
2009,275000,0,119,1.6,5.2,9.45000945000945,1
2011,300000,0,373,1.5,6.3,9.99000999000999,1
2018,270000,0,348,3.0,7.7,11.88019758644407,2
2010,130000,0,61,1.1,5.5,9.719944110321366,1
2015,275000,0,212,1.4,6.3,11.07011070110701,1
2012,352000,0,313,1.5,5.8,10.259982303883731,1
2012,180000,0,118,1.8,5.8,10.260034884118609,1
2012,150000,0,310,1.7,6.9,10.260034884118609,1
2011,300000,0,84,1.3,5.699999999999999,9.99000999000999,1
2010,300000,0,192,1.8,5.300000000000001,9.719976318603152,1
2007,225000,0,302,2.4,6.2,9.45000945000945,1
2014,600000,0,121,1.0,4.8,10.799931273164626,0
2015,500000,0,163,2.0,5.8,11.07005963994631,1
2018,900000,0,137,2.9,7.0,11.879306248515087,1
2016,600000,0,268,2.4,7.1,11.339976204640095,1
2011,450000,0,164,2.0,5.2,9.99000999000999,1
2009,270000,0,150,1.9,5.5,9.450087206319894,1
2010,310000,0,223,2.2,5.4,9.719967729707138,1
2012,250000,0,174,1.4,5.6000000000000005,10.259988098413803,1
2019,700000,0,209,2.9,6.800000000000001,12.14982141133314,1
2018,650000,0,292,2.8,8.0,11.88014724232593,2
2012,400000,0,145,1.7,5.699999999999999,10.259985906612766,1
2012,425000,0,87,1.1,5.2,10.260045498535751,1
2016,600000,0,107,1.4,6.4,11.339962882319416,1
2013,600000,0,247,1.4,5.4,10.529981487334627,1
2009,300000,0,143,2.1,6.2,9.45001322917706,1
2012,450000,0,122,2.4,6.1,10.26001365498407,1
2014,750000,0,61,1.3,5.4,10.800021279991489,1
2010,325000,0,338,1.1,5.5,9.71998417989717,1
2013,900000,0,110,2.5,5.4,10.529991579573034,1
2006,180000,0,285,2.0,6.5,9.450029568302778,1
2013,350000,0,139,2.3,6.6000000000000005,10.530002365495308,1
2013,600000,0,305,1.2,6.1,10.529975757677436,1
2019,900000,0,265,3.2,7.800000000000001,12.149930137901707,2
2006,350000,0,175,2.2,5.8,9.45000945000945,1
2013,280000,0,316,1.2,6.800000000000001,10.53001053001053,1
2009,225000,0,74,1.2,4.5,9.45000945000945,0
2014,520000,0,276,1.4,6.4,10.799989463424913,1
2016,509999,0,102,1.3,5.300000000000001,11.34001134001134,1
2019,556000,0,162,3.5,7.5,12.15005315648256,2
2014,225000,0,353,1.5,6.1,10.8000108000108,1
2013,325000,0,122,2.1,5.5,10.530067392431311,1
2013,365000,0,290,2.2,7.199999999999999,10.530067392431311,1
2015,850000,0,297,1.6,6.5,11.069964813326129,1
2013,350000,0,366,2.0,6.800000000000001,10.53001053001053,1
2007,225000,0,309,1.2,6.3,9.45000945000945,1
2011,135000,0,137,1.6,4.9,9.99000999000999,0
2007,140000,0,142,2.5,5.300000000000001,9.449973000077144,1
2016,665000,0,213,1.3,6.3,11.340003685501198,1
2015,275000,0,289,1.6,6.1,11.069584649764968,1
2017,2750000,1,156,3.2,6.4,11.61012629552019,1
2013,484999,0,233,2.0,6.9,10.530067392431311,1
2015,565000,0,199,1.9,6.5,11.070047856668427,1
2013,425000,0,152,2.3,6.7,10.529917771380305,1
2013,925000,0,199,1.0,5.8,10.53001053001053,1
2012,565000,0,88,2.2,5.300000000000001,10.260064125400785,1
2014,525000,0,120,2.3,5.699999999999999,10.80003323087148,1
2017,1650000,0,100,1.0,5.8,11.6099888121926,1
2015,295000,0,207,1.8,6.2,11.07011070110701,1
2012,2050000,1,361,2.5,6.5,10.260045453842704,1
2018,1475000,1,306,3.1,7.800000000000001,11.880584890333065,2
2017,1100000,1,217,2.6,6.9,11.610356437942643,1
2014,4400000,1,354,3.0,6.7,10.799952480209088,1
2016,670000,0,305,2.4,7.6,11.339185953711093,2
2015,750000,0,355,1.9,7.5,11.070069829039248,2
2015,760000,0,238,2.3,7.199999999999999,11.06999259866776,1
2017,850000,1,317,2.2,6.7,11.609682475184304,1
2015,390000,0,277,1.3,5.9,11.070067587000288,1
2016,450000,1,215,3.5,7.4,11.340161694047245,1
2014,425000,0,366,2.3,7.0,10.800160250573624,1
2016,770000,0,179,1.4,5.6000000000000005,11.33999649307382,1
2015,1150000,1,323,2.9,7.199999999999999,11.070046400421454,1
2015,775000,0,346,1.5,6.0,11.070043766953454,1
2018,1725000,1,98,3.7,7.1,11.8800792864222,1
2016,2150000,1,247,3.3,7.199999999999999,11.339961496874915,1
2013,450000,0,301,2.1,6.0,10.526315789473683,1
2018,3800000,1,142,3.4,6.7,11.879306248515087,1
2013,1580000,1,264,2.5,6.6000000000000005,10.530053507364917,1
2019,4950000,1,203,3.4,7.0,12.150176177554576,1
2016,535000,0,338,2.2,7.0,11.34011728182132,1
2012,225000,0,241,1.7,5.4,10.26004551729284,1
2017,550000,1,384,3.4,8.5,11.609852906841,2
2016,670000,0,71,2.2,6.0,11.339185953711093,1
2015,625000,0,351,1.3,6.1,11.070035296303178,1
2017,520000,1,116,3.2,6.800000000000001,11.609411244891197,1
2016,239000,0,213,1.8,7.0,11.340063614991012,1
2017,2600000,1,151,2.4,7.1,11.60996504357245,1
2015,750000,0,149,1.5,5.5,11.070069829039248,1
2012,229999,0,63,2.5,5.2,10.260085253598566,1
2013,1300000,1,280,2.7,6.2,10.529915760673914,1
2005,80000,0,203,2.1,5.6000000000000005,9.45000250530289,1
2012,385000,0,81,1.7,5.4,10.260052878734069,1
2015,760000,0,251,1.6,6.9,11.06999259866776,1
2017,600000,0,166,2.2,6.1,11.609915622347597,1
2013,450000,0,385,2.3,7.0,10.526315789473683,1
2018,3800000,1,279,3.1,6.9,11.879306248515087,1
2013,1580000,1,298,2.4,6.1,10.530053507364917,1
2019,4950000,1,277,3.8,7.3,12.150176177554576,1
2016,535000,0,98,1.5,5.4,11.34011728182132,1
2012,225000,0,304,2.2,7.1,10.26004551729284,1
2017,550000,1,209,2.2,6.7,11.609852906841,1
2016,670000,0,89,2.2,5.5,11.339185953711093,1
2015,625000,0,220,1.9,6.3,11.070035296303178,1
2017,520000,1,163,2.4,6.6000000000000005,11.609411244891197,1
2016,239000,0,217,1.5,6.2,11.340063614991012,1
2017,2600000,1,368,2.3,6.9,11.60996504357245,1
2015,750000,0,193,1.4,5.4,11.070069829039248,1
2012,229999,0,113,2.1,5.8,10.260085253598566,1
2013,1300000,1,394,2.6,7.199999999999999,10.529915760673914,1
2005,80000,0,95,2.0,5.2,9.45000250530289,1
2012,385000,0,378,1.8,7.199999999999999,10.260052878734069,1
2015,760000,0,190,1.2,5.5,11.06999259866776,1
2017,600000,0,372,1.7,7.0,11.609915622347597,1
2013,450000,0,139,2.1,5.5,10.526315789473683,1
2018,3800000,1,331,3.4,7.800000000000001,11.879306248515087,2
2013,1580000,1,179,3.0,6.7,10.530053507364917,1
2019,4950000,1,193,3.3,7.3,12.150176177554576,1
2016,535000,0,264,1.2,5.9,11.34011728182132,1
2012,225000,0,324,1.5,5.8,10.26004551729284,1
2017,550000,1,292,2.6,6.800000000000001,11.609852906841,1
2016,670000,0,87,2.1,6.6000000000000005,11.339185953711093,1
2015,625000,0,360,1.7,7.4,11.070035296303178,1
2017,520000,1,117,2.1,6.3,11.609411244891197,1
2016,239000,0,88,2.0,6.0,11.340063614991012,1
2017,2600000,1,372,2.7,8.100000000000001,11.60996504357245,2
2015,750000,0,92,1.5,5.699999999999999,11.070069829039248,1
2012,229999,0,167,2.2,6.2,10.260085253598566,1
2013,1300000,1,331,2.2,7.3,10.529915760673914,1
2005,80000,0,250,2.4,5.300000000000001,9.45000250530289,1
2012,385000,0,140,1.5,6.2,10.260052878734069,1
2015,760000,0,141,1.7,5.9,11.06999259866776,1
2017,600000,0,155,2.4,6.5,11.609915622347597,1
2013,450000,0,205,2.1,6.2,10.526315789473683,1
2018,3800000,1,116,3.1,7.4,11.879306248515087,1
2013,1580000,1,277,2.9,6.9,10.530053507364917,1
2019,4950000,1,301,3.5,8.4,12.150176177554576,2
2016,535000,0,343,1.8,6.5,11.34011728182132,1
2012,225000,0,227,2.1,6.800000000000001,10.26004551729284,1
2017,550000,1,195,2.7,6.4,11.609852906841,1
2016,670000,0,200,1.1,6.0,11.339185953711093,1
2015,625000,0,231,1.8,6.3,11.070035296303178,1
2017,520000,1,106,2.0,6.4,11.609411244891197,1
2016,239000,0,69,1.5,5.1,11.340063614991012,1
2017,2600000,1,356,2.7,7.5,11.60996504357245,2
2015,750000,0,254,2.0,5.9,11.070069829039248,1
2012,229999,0,389,1.8,7.199999999999999,10.260085253598566,1
2013,1300000,1,74,2.2,5.2,10.529915760673914,1
2005,80000,0,275,2.4,5.6000000000000005,9.45000250530289,1
2012,385000,0,248,2.0,6.2,10.260052878734069,1
2015,760000,0,312,1.5,6.5,11.06999259866776,1
2017,600000,0,389,2.4,8.0,11.609915622347597,2
2013,350000,0,111,2.3,6.5,10.5300844512773,1
2014,114999,0,118,1.2,5.5,10.799913600691193,1
2013,380000,0,235,2.0,5.9,10.5300844512773,1
1995,95000,0,354,1.8,5.6000000000000005,9.45000945000945,1
2016,900000,0,185,1.3,6.2,11.34007257646449,1
2012,200999,0,101,1.4,5.0,10.260034884118609,1
2014,229999,0,366,1.8,6.1,10.799773648967276,1
2019,800000,0,365,2.5,7.6,12.149930137901707,2
2012,150000,0,313,2.3,6.6000000000000005,10.26001992352706,1
2018,600000,0,125,2.1,7.0,11.88001188001188,1
2005,150000,0,117,2.4,5.4,9.45000945000945,1
2009,150000,0,186,2.3,6.0,9.450036511504702,1
2019,380000,0,63,3.1,6.1,12.15066828675577,1
2006,80000,0,294,1.4,5.6000000000000005,9.449977976385002,1
2007,225000,0,91,2.1,4.9,9.45000945000945,0
2012,75000,0,234,1.7,5.4,10.26010568938302,1
2017,1600000,0,121,2.0,5.8,11.609907120743037,1
2012,185000,0,285,1.5,5.699999999999999,10.260000482823552,1
2011,425000,0,203,2.3,6.7,9.99000999000999,1
2010,100000,0,77,1.1,4.5,9.71998347602809,0
2008,140000,0,279,2.0,5.6000000000000005,9.450009450009452,1
2017,710000,1,293,3.2,7.1,11.609345523146132,1
2015,450000,1,294,3.0,7.800000000000001,11.070627802690582,2
2017,210000,0,380,1.3,6.800000000000001,11.610086843449588,1
2016,270000,0,139,1.4,5.5,11.339925610088,1
2009,110000,0,352,1.8,6.2,9.45000945000945,1
2018,540000,0,132,2.5,7.199999999999999,11.879709456248728,1
2008,145000,0,396,1.0,6.1,9.45000945000945,1
2013,360000,0,159,1.1,5.5,10.530019479261217,1
2013,250000,0,315,2.2,6.7,10.529943784837355,1
2012,110000,0,374,1.1,5.8,10.259961781642364,1
2008,250000,0,221,2.4,5.6000000000000005,9.45000945000945,1
2011,150000,0,352,1.7,7.0,9.990009990009993,1
2010,140000,0,221,2.1,6.0,9.720062208398131,1
2019,925000,0,188,2.2,7.0,12.150668286755772,1
2017,969999,0,368,2.4,6.9,11.609907120743037,1
2007,90000,0,312,1.1,5.2,9.45000945000945,1
2001,55000,0,121,1.1,4.6000000000000005,9.45000945000945,0
2007,155000,0,202,1.1,4.8,9.45000945000945,0
2019,900000,0,282,2.2,7.1,12.149684108213188,1
2011,135000,0,366,1.7,7.0,9.99000999000999,1
2012,180000,0,73,2.2,6.3,10.260005643003105,1
2013,495000,0,157,1.4,5.1,10.52997356976634,1
2009,400000,0,118,2.1,5.1,9.449983565245972,1
2008,250000,0,239,2.2,6.5,9.45000945000945,1
2015,138000,0,60,2.4,5.4,11.07000857925665,1
2011,311000,1,286,2.2,7.0,9.99000999000999,1
2015,190000,0,204,1.2,5.9,11.069993990574693,1
2011,311000,0,371,1.2,6.800000000000001,9.99000999000999,1
2009,300000,0,192,1.5,5.1,9.45000945000945,1
2018,600000,0,204,2.7,6.6000000000000005,11.88001188001188,1
2009,550000,0,333,1.7,5.699999999999999,9.45000945000945,1
2015,600000,1,370,2.4,6.800000000000001,11.069993990574693,1
2018,195000,0,106,2.9,7.3,11.879306248515087,1
2013,58000,0,267,1.5,6.1,10.530000752841978,1
2018,183000,0,298,2.5,7.199999999999999,11.88001188001188,1
2007,95000,0,301,1.2,5.2,9.45000945000945,1
2013,250000,0,163,1.9,5.5,10.53010779505085,1
2013,250000,0,336,2.0,6.6000000000000005,10.53010779505085,1
2014,400000,0,216,2.1,6.5,10.800135773135434,1
2012,409999,0,247,2.4,5.8,10.259917920656637,1
2004,120000,0,233,2.1,6.3,9.45000945000945,1
2018,600000,1,159,3.4,6.6000000000000005,11.87961985216473,1
2016,600000,0,69,1.4,6.2,11.340440009072353,1
2015,825000,0,143,2.4,5.9,11.06997453905856,1
2016,625000,0,112,2.2,5.8,11.339957758657349,1
2020,700000,0,186,3.2,7.4,12.422360248447204,1
2011,160000,0,194,2.1,6.0,9.99000999000999,1
2011,114999,0,345,1.4,6.2,9.99000999000999,1
2009,150000,0,114,2.3,5.2,9.449942052242132,1
2010,250000,0,303,1.2,5.8,9.719967729707138,1
2012,390000,0,124,1.5,4.9,10.25995872156142,0
2015,650000,0,80,1.5,5.6000000000000005,11.07002900347599,1
2016,600000,0,322,1.8,7.0,11.34001134001134,1
2011,250000,0,359,1.7,6.6000000000000005,9.99000999000999,1
2011,229999,0,383,1.7,6.5,9.99000999000999,1
2016,299000,0,307,1.8,7.3,11.339925610088,1
2010,330000,0,202,1.6,5.8,9.72000125419371,1
2012,180000,0,157,1.4,5.8,10.259988098413803,1
2017,475000,0,61,2.0,5.4,11.609907120743037,1
2015,325000,0,190,2.2,5.8,11.07002900347599,1
2016,639000,0,235,1.7,6.4,11.340061112898038,1
2017,415000,1,106,3.0,6.7,11.609808102345417,1
2016,1199000,1,300,2.8,6.800000000000001,11.340015826958586,1
2013,525000,0,86,1.1,4.8,10.529982396344431,0
2013,425000,0,95,1.6,5.5,10.530062308060996,1
2016,699000,0,398,1.0,6.7,11.340031577436486,1
2013,325000,0,395,2.0,7.5,10.530099636059902,2
2011,275000,0,239,1.8,6.0,9.989949554494675,1
2011,269000,1,110,2.2,5.1,9.990043885504685,1
2013,399000,0,219,1.8,6.1,10.529977051061389,1
2017,475000,0,317,2.3,7.1,11.609887987640017,1
2011,249000,0,76,1.5,5.2,9.990040324539669,1
2014,1549000,1,338,3.5,7.5,10.79998976668031,2
2011,254999,0,231,2.4,6.800000000000001,9.990047917434577,1
2012,269000,0,361,2.2,6.1,10.260080054671484,1
2014,665000,0,113,2.2,5.6000000000000005,10.800095010140504,1
2014,299000,0,72,1.6,5.1,10.800031668744928,1
2010,265000,0,261,1.6,6.1,9.72003106224711,1
2010,211000,0,386,2.4,6.7,9.720086988351312,1
2013,599000,1,305,2.5,6.800000000000001,10.530057072553912,1
2007,55000,0,330,1.1,5.300000000000001,9.45000945000945,1
2014,550000,0,287,1.2,6.2,10.80006912044237,1
2018,4000000,1,121,4.1,7.6,11.88001188001188,2
2010,220000,0,260,1.6,5.300000000000001,9.71998347602809,1
2019,500000,0,211,2.3,7.5,12.149930137901707,2
2010,140000,0,129,2.2,6.3,9.720062208398131,1
2013,325000,0,248,1.7,6.800000000000001,10.53001053001053,1
2010,210000,0,386,1.9,6.1,9.71995723218818,1
2008,110000,0,267,1.2,6.1,9.450009450009452,1
2019,1200000,0,190,2.3,6.800000000000001,12.150077760497668,1
2017,229999,0,216,1.2,5.8,11.610019446782571,1
2012,225000,0,336,1.8,6.4,10.26004551729284,1
2006,165000,0,113,2.2,5.4,9.449968858057172,1
2018,525000,1,303,4.1,7.7,11.880545336507248,2
2018,325000,0,274,2.4,6.7,11.8803271135683,1
2018,1500000,0,70,3.3,6.4,11.879870747006272,1
2015,400000,1,278,2.2,6.3,11.07011070110701,1
2015,550000,0,264,1.2,6.2,11.07000650411663,1
2003,98000,0,260,2.3,5.4,9.449976375059062,1
2013,900000,0,131,1.4,5.2,10.530024813895782,1
2017,700000,0,168,2.1,5.8,11.609907120743037,1
2015,890000,0,86,1.0,5.0,11.069953591348408,1
2015,490000,0,348,1.1,6.4,11.06999720384006,1
2015,525000,0,64,1.9,6.4,11.070074714903656,1
2013,330000,0,324,1.3,5.6000000000000005,10.530065545739529,1
2013,550000,0,200,1.0,5.6000000000000005,10.530040555421266,1
2018,790000,0,284,2.7,6.7,11.88006624248235,1
2015,350000,0,148,1.5,6.5,11.070032107321106,1
2017,1700000,1,193,3.2,7.3,11.61008684344959,1
2017,750000,0,162,2.2,6.1,11.610091551356549,1
2014,409999,0,389,1.9,7.5,10.79995415735488,2
2016,220000,0,184,1.4,6.3,11.34004567157982,1
2009,68000,0,363,1.7,5.6000000000000005,9.45000945000945,1
2017,290000,0,142,2.1,6.3,11.609682475184304,1
2014,600000,0,326,1.1,6.4,10.800094313671554,1
2019,470000,0,322,2.5,8.0,12.150668286755772,2
2008,150000,0,116,2.2,4.9,9.45000945000945,0
2014,180000,0,346,1.6,6.6000000000000005,10.799900084543848,1
2006,80000,0,246,1.9,5.699999999999999,9.45000945000945,1
2018,875000,0,233,2.1,6.4,11.88118811881188,1
2019,300000,0,396,3.2,8.299999999999999,12.150077760497668,2
2017,2800000,1,394,2.2,6.9,11.609682475184304,1
2017,1330000,0,194,2.3,6.0,11.60995047677246,1
2011,220000,0,153,1.2,5.4,9.989956215376406,1
2013,250000,0,68,2.3,5.8,10.53001053001053,1
2016,919999,0,68,1.5,6.3,11.339925610087995,1
2013,380000,0,172,1.9,6.0,10.530031509534073,1
2012,450000,0,181,2.3,6.1,10.260070482223313,1
2016,770000,1,167,2.0,5.9,11.340440009072353,1
2018,550000,0,331,2.4,7.3,11.88001188001188,1
2011,320000,0,317,2.4,6.2,9.99000999000999,1
2013,400000,0,257,1.6,6.1,10.530116132137914,1
2017,450000,1,177,3.1,6.4,11.610086843449588,1
2011,220000,0,215,1.2,5.8,9.99000999000999,1
2012,400000,0,187,2.0,6.2,10.259988098413809,1
2013,530000,0,102,1.1,5.300000000000001,10.530052058684335,1
2014,390000,0,122,2.1,6.2,10.799913600691193,1
2012,185000,0,204,1.5,5.4,10.259988098413803,1
2012,300000,0,334,1.7,6.4,10.259988098413803,1
2014,575000,0,82,1.2,5.4,10.800043200172802,1
2014,300000,0,334,1.9,6.3,10.800069120442371,1
2017,425000,0,188,1.5,5.8,11.609907120743031,1
2016,350000,0,358,1.6,7.4,11.34001134001134,1
2017,550000,0,340,2.0,7.199999999999999,11.60964716391246,1
2017,500000,1,241,2.3,7.0,11.610019446782571,1
2015,600000,0,321,2.3,6.5,11.06990645929042,1
2013,300000,0,287,2.1,7.1,10.529862690590516,1
2018,1150000,0,310,2.9,7.1,11.88025351732818,1
2015,475000,0,140,1.2,5.9,11.070110701107012,1
2011,260000,0,135,2.0,5.9,9.989828130480532,1
2013,350000,0,340,1.0,6.2,10.52997356976634,1
2013,750000,0,261,2.2,6.1,10.529905956112852,1
2009,180000,0,178,1.5,5.0,9.449958000186664,1
2017,350000,1,311,2.2,7.6,11.610066707095209,2
2017,611000,0,181,1.2,6.0,11.60985487681404,1
2017,325000,0,233,2.4,7.4,11.609664261060558,1
2012,225000,0,118,2.2,6.4,10.259917920656637,1
2014,300000,1,114,2.4,6.1,10.800059705948204,1
2017,400000,0,211,2.4,6.4,11.610086843449588,1
2012,711000,0,390,1.2,5.699999999999999,10.259944106274643,1
2015,851000,0,211,2.1,6.4,11.0700284735691,1
2014,500000,0,227,2.0,6.5,10.80006912044237,1
2007,250000,0,207,2.2,5.4,9.45000945000945,1
2017,150000,0,256,1.6,6.5,11.610086843449588,1
2016,610000,0,183,1.6,6.4,11.339582703356516,1
2018,450000,0,287,2.9,6.800000000000001,11.879306248515087,1
2017,744000,0,392,1.6,7.6,11.609949507672424,2
2008,120000,0,253,1.1,5.4,9.45000945000945,1
2016,220000,0,138,2.1,6.2,11.34001134001134,1
2012,480000,0,67,2.0,5.1,10.260005643003105,1
2017,370000,1,114,2.6,6.5,11.609961913661529,1
2003,55000,0,96,1.5,5.4,9.45000945000945,1
2013,125000,0,308,1.5,6.3,10.529992500590708,1
2011,260000,0,259,2.1,5.6000000000000005,9.99000999000999,1
2015,350000,0,329,2.1,7.1,11.069953591348405,1
2012,170000,0,148,2.2,6.1,10.259990268875208,1
2015,350000,0,285,2.1,6.9,11.06997453905856,1
2009,250000,0,382,2.1,6.7,9.45000945000945,1
2013,170000,0,219,1.4,5.5,10.53001053001053,1
2018,1300000,0,394,2.2,8.0,11.880112691354674,2
2019,550000,0,181,3.1,6.800000000000001,12.150077760497668,1
2017,400000,0,333,1.1,6.800000000000001,11.609907120743037,1
2011,120000,0,296,2.5,7.1,9.99000999000999,1
2011,120000,0,326,2.3,6.2,9.99000999000999,1
2010,275000,0,389,1.8,7.0,9.720062208398131,1
2016,285000,0,191,1.5,6.1,11.34001134001134,1
2016,900000,0,241,1.8,5.9,11.339957758657349,1
2014,2500000,1,252,3.1,7.6,10.800016301911398,2
2013,620000,0,169,2.1,5.699999999999999,10.529957729741112,1
2018,1700000,0,273,2.1,6.5,11.879306248515087,1
2018,650000,0,299,3.2,8.2,11.880247109139871,2
2014,500000,0,200,2.0,6.800000000000001,10.800135773135434,1
2009,250000,0,132,1.1,4.4,9.45000945000945,0
2018,950000,0,62,2.5,6.3,11.880247109139871,1
2015,320000,0,61,1.8,5.300000000000001,11.06990645929042,1
2013,450000,0,269,1.3,6.0,10.53001053001053,1
2016,350000,0,371,1.2,6.7,11.34001134001134,1
2015,400000,0,117,1.0,5.5,11.06997453905856,1
2018,200000,0,276,3.4,7.6,11.879306248515087,2
2009,250000,0,316,1.1,6.3,9.450059062869142,1
2011,550000,0,172,1.5,5.8,9.99000999000999,1
1999,85000,0,130,1.3,4.3,9.45000945000945,0
2001,52000,0,161,2.1,4.9,9.45000945000945,0
2017,1200000,1,104,3.1,6.7,11.610086843449588,1
2011,450000,1,203,3.2,7.1,9.99000999000999,1
2018,615000,0,182,2.9,7.199999999999999,11.88001188001188,1
2012,400000,0,332,1.9,6.1,10.259917920656637,1
2013,60000,0,289,1.6,6.3,10.52991812988654,1
2017,500000,0,89,2.0,6.1,11.609428462805727,1
2015,600000,0,352,1.2,6.1,11.07011070110701,1
2010,110000,0,333,2.0,5.9,9.719976318603152,1
2013,175000,0,263,1.2,5.4,10.530056730680636,1
2011,325000,0,299,2.3,6.5,9.99000999000999,1
2017,425000,0,326,1.8,6.9,11.610056889278756,1
2009,160000,0,119,1.8,5.300000000000001,9.45000945000945,1
2007,100000,0,294,1.9,5.5,9.45000945000945,1
2014,390000,0,306,2.2,6.7,10.79998429093194,1
2017,400000,0,213,1.7,6.4,11.610086843449588,1
2018,509999,0,139,2.6,6.3,11.879306248515087,1
2008,150000,0,97,1.4,5.0,9.450009450009452,1
2009,110000,0,196,1.2,4.699999999999999,9.45000945000945,0
2013,450000,0,284,1.3,6.3,10.530056730680636,1
2017,400000,0,301,1.0,6.4,11.610143599144516,1
2009,140000,0,270,2.3,6.1,9.45000945000945,1
2011,130000,0,105,2.1,5.6000000000000005,9.99000999000999,1
2017,160000,0,231,1.3,5.699999999999999,11.610086843449588,1
2016,150000,0,101,1.0,6.1,11.34001134001134,1
2013,500000,0,82,1.7,5.1,10.52997356976634,1
2011,40000,0,349,1.6,5.9,9.99000999000999,1
2006,140000,0,289,2.2,6.0,9.45000945000945,1
2015,227000,0,256,1.6,5.699999999999999,11.069993990574693,1
2011,285000,0,252,2.3,5.699999999999999,9.99000999000999,1
2012,155000,0,213,1.1,5.0,10.259761213294611,1
2016,210000,0,114,1.5,5.8,11.34001134001134,1
2009,140000,0,314,2.4,6.0,9.45000945000945,1
2015,940000,0,74,1.0,4.9,11.069983049088457,0
2013,750000,0,240,1.6,5.699999999999999,10.530056730680636,1
2016,610000,0,138,1.4,5.9,11.340054205459102,1
2015,450000,0,70,1.8,5.9,11.07002900347599,1
2012,409999,0,117,1.4,6.0,10.259980579322477,1
2018,100000,0,298,3.3,7.199999999999999,11.879984384585356,1
2018,300000,0,357,3.4,7.9,11.88051595383571,2
2013,400000,0,396,2.3,7.6,10.530045072529376,2
2010,210000,0,256,1.6,5.8,9.720062208398131,1
2006,90000,0,220,2.5,5.300000000000001,9.45000945000945,1
2010,222000,0,231,2.1,6.0,9.720062208398131,1
2015,240000,0,194,1.5,6.0,11.07002900347599,1
2013,450000,0,285,1.1,6.6000000000000005,10.529957729741112,1
2013,450000,0,367,2.0,6.4,10.526315789473683,1
2018,3800000,1,328,4.1,8.7,11.879306248515087,2
2013,1580000,1,91,2.2,5.8,10.530053507364917,1
2019,4950000,1,354,3.8,7.800000000000001,12.150176177554576,2
2016,535000,0,137,2.5,6.0,11.34011728182132,1
2012,225000,0,378,1.5,6.0,10.26004551729284,1
2017,550000,1,79,2.5,5.9,11.609852906841,1
2016,670000,0,75,2.4,6.1,11.339185953711093,1
2015,625000,0,217,1.2,5.6000000000000005,11.070035296303178,1
2017,520000,1,164,3.4,6.7,11.609411244891197,1
2016,239000,0,273,2.2,7.0,11.340063614991012,1
2017,2600000,1,133,2.6,6.2,11.60996504357245,1
2015,750000,0,131,1.1,5.2,11.070069829039248,1
2012,229999,0,280,1.0,6.0,10.260085253598566,1
